"Id","age","expInYears","licenseNo","mobNo","name","rating","addressId","driverInsuranceId"
733,37,21,4589,"1-(607)075-2956","Raymond Carpenter",4.1,774,774
432,42,7,87829,"7-(824)010-1224","Dennis Peterson",2.6,775,775
491,38,7,56214,"5-(601)243-5948","Chris Garrett",3.9,776,776
505,45,7,91285,"9-(368)053-4775","Amanda Miller",1.8,777,777
318,40,15,53314,"0-(963)058-3314","David Fisher",2.1,778,778
723,37,15,90016,"0-(354)187-9714","Lisa Turner",2.6,779,779
792,40,1,67631,"5-(400)544-9939","Virginia Ray",2.6,780,780
317,28,10,85457,"9-(198)004-4331","Raymond Pierce",1.2,781,781
576,40,19,51436,"1-(195)038-5527","Carlos Brown",2.7,782,782
283,40,15,57198,"9-(243)076-6845","Shirley Johnson",3.1,783,783
258,41,21,21107,"6-(416)710-0362","Jeffrey West",2.8,784,784
253,44,20,77444,"1-(914)088-2987","Anna Lane",2,785,785
902,31,11,90613,"0-(494)431-3496","Joe Warren",2.3,786,786
499,28,11,1876,"5-(160)670-5214","Helen Ramos",3.2,787,787
511,46,17,12894,"8-(234)951-2065","Shirley Green",3.5,788,788
524,37,12,38220,"4-(861)678-4313","Betty Adams",1.3,789,789
141,30,23,98141,"8-(298)774-7418","Teresa Davis",4.6,790,790
956,31,25,85384,"9-(403)530-2926","Angela Crawford",2.1,791,791
1000,37,18,94098,"7-(898)822-3440","Janice Fields",2.9,792,792
882,36,19,17408,"9-(780)539-8919","Johnny Reed",1.4,793,793
370,38,1,86231,"7-(584)461-0846","Shawn Adams",2.6,794,794
855,37,12,70007,"4-(383)776-6656","Joseph Watson",2.2,795,795
768,30,1,25229,"8-(285)756-7263","Harry Wheeler",2.6,796,796
571,49,14,38924,"6-(525)878-8648","Rachel Fernandez",1.8,797,797
172,27,25,50561,"7-(718)681-5954","Gerald Torres",4,798,798
131,48,1,42579,"6-(915)842-9911","Anne Adams",4.3,799,799
592,47,7,77831,"6-(946)699-1214","Timothy Powell",3.3,800,800
208,33,14,71710,"0-(053)415-5711","Andrea Martinez",4.6,801,801
736,36,12,105062,"5-(307)795-9379","Martin Ferguson",3,802,802
703,46,2,6913,"5-(007)533-5685","Anthony Garcia",5,803,803
590,44,9,69276,"9-(204)140-3065","Margaret Montgomery",4,804,804
633,48,6,30539,"4-(212)852-3892","Ruth Williamson",4.5,805,805
409,36,25,6825,"4-(692)708-2909","Nicholas Wheeler",4.3,806,806
547,49,1,95175,"9-(821)447-5224","Linda Matthews",2.5,807,807
209,25,18,96261,"5-(391)378-5846","Jacqueline Carpenter",1.7,808,808
716,49,24,34498,"9-(617)602-9285","Sharon Morgan",3.7,809,809
261,41,12,61882,"8-(906)240-9951","Anne Mason",4,810,810
984,32,25,22678,"2-(085)058-9026","Julie Grant",2.7,811,811
286,38,1,55537,"8-(205)142-6935","Christina Turner",2.2,812,812
815,38,8,59771,"1-(083)328-6859","Dennis Riley",4.1,813,813
760,40,21,70650,"5-(380)718-5800","Tina Hanson",3.8,814,814
691,48,21,30361,"2-(740)038-3920","Shawn Alvarez",1.2,815,815
523,48,25,89436,"9-(496)555-2261","Karen Sanchez",2.9,816,816
434,30,21,12003,"9-(400)288-4431","Mark Medina",4.9,817,817
936,33,20,64312,"3-(387)199-7289","Sharon Fox",3.9,818,818
716,28,18,39363,"4-(894)881-2233","Norma Frazier",2.4,819,819
788,30,18,60410,"4-(249)436-2262","Nancy Hughes",1.2,820,820
420,35,19,11530,"5-(632)421-9517","Nicole Rogers",1.6,821,821
264,26,3,102511,"5-(214)866-4533","Elizabeth Moreno",2.3,822,822
924,33,23,27055,"0-(223)610-2099","Beverly Hicks",4.9,823,823
444,33,15,97299,"2-(103)785-0462","Patricia Baker",1.3,824,824
557,49,10,36643,"8-(862)201-5053","Marilyn Barnes",4.8,825,825
221,26,5,83882,"2-(598)465-7674","Joe Allen",2.7,826,826
976,38,7,36907,"8-(074)488-3375","Patrick Price",3.6,827,827
765,25,6,38600,"6-(539)147-2905","Cynthia Snyder",3.8,828,828
505,42,2,31109,"1-(274)023-3673","Craig Palmer",2.2,829,829
516,36,13,76299,"8-(590)257-6332","Tina Flores",4.3,830,830
960,27,4,26254,"6-(470)202-2674","Kelly Morales",2.6,831,831
24,32,8,103688,"7-(377)164-2272","Lois Martinez",1.5,832,832
527,31,17,36981,"7-(368)694-3260","Jeremy Fowler",3.2,833,833
86,28,8,33781,"4-(253)930-9510","Beverly Franklin",1.9,834,834
574,36,5,38930,"0-(280)426-7830","Sharon Medina",4.6,835,835
448,25,13,4936,"3-(307)234-6366","Cynthia Moore",3.6,836,836
546,37,25,96106,"5-(924)799-8933","Stephanie Gardner",1.3,837,837
926,25,4,58614,"6-(947)211-2095","Ruby Morris",3.3,838,838
346,25,6,76299,"2-(570)785-6872","Andrea Reyes",1.6,839,839
912,49,17,65025,"3-(570)929-0987","Stephen James",3.9,840,840
911,41,7,104004,"4-(246)959-0653","Deborah George",3.8,841,841
142,49,25,48384,"5-(164)615-3571","Carl Wilson",2.8,842,842
971,44,2,106825,"3-(330)722-5117","Wanda Evans",2.5,843,843
703,36,8,13534,"7-(405)841-9165","Thomas Freeman",3.9,844,844
755,47,2,79570,"9-(477)780-7725","Patrick Taylor",4.2,845,845
964,46,14,39227,"2-(724)634-2335","Joshua Owens",1.5,846,846
556,28,7,10031,"4-(925)913-7983","Michael Powell",3.4,847,847
997,39,12,98202,"7-(119)252-8864","Angela Jenkins",2,848,848
85,49,15,33152,"7-(827)404-5445","Sara Jenkins",3.8,849,849
179,43,14,38672,"8-(262)286-1221","Kathryn Cunningham",4,850,850
883,36,7,18049,"8-(280)307-6685","Diana Brown",2.4,851,851
634,31,3,35678,"3-(302)420-4098","Amy Evans",3,852,852
248,26,22,76987,"9-(880)059-6075","Theresa Dixon",2.1,853,853
257,48,3,87127,"7-(740)622-4644","Kathleen Bowman",3.2,854,854
87,32,7,10688,"8-(944)775-3468","Randy Smith",2.7,855,855
201,25,8,38769,"1-(387)798-1014","Todd Hunter",4.9,856,856
861,39,4,38448,"6-(182)743-0874","Christopher Tucker",2.2,857,857
717,43,7,86701,"1-(812)612-8950","Anne Banks",4,858,858
307,37,15,8165,"2-(743)312-4785","Bruce Young",1.6,859,859
135,32,13,6746,"7-(315)654-2699","Judith Chavez",2.1,860,860
649,42,7,83142,"9-(594)849-8409","Wayne Ryan",1.9,861,861
892,28,25,56124,"4-(541)957-9826","Jonathan Andrews",3.1,862,862
578,34,2,59739,"2-(731)910-1833","Steven Nguyen",4.3,863,863
272,41,1,51301,"4-(569)852-4238","Justin Andrews",2.8,864,864
203,38,24,94343,"8-(963)485-0023","Chris Kelly",2.6,865,865
923,46,6,94244,"6-(197)305-2084","Roger Kelley",2.8,866,866
511,45,13,61153,"0-(537)686-9010","Anna Fisher",5,867,867
450,35,1,40260,"4-(021)883-4171","Anna James",2.8,868,868
39,36,17,99074,"2-(278)235-2491","Laura Hanson",1.8,869,869
914,41,16,84764,"7-(056)876-2500","Kelly Wagner",4.5,870,870
621,30,20,28288,"3-(233)170-3794","Joseph Nguyen",2.7,871,871
56,26,25,32192,"1-(537)167-6845","Tina Ford",2.9,872,872
534,43,16,27680,"3-(079)481-6511","Louis Stanley",1.1,873,873
92,27,24,109308,"4-(528)389-8145","Steven Taylor",3.2,874,874
816,33,11,30784,"3-(121)759-4164","James Day",2.6,875,875
760,36,3,93048,"2-(924)911-5179","Harold Morris",3.8,876,876
670,35,9,8135,"0-(224)539-8600","Randy Stephens",3.5,877,877
726,39,22,35241,"3-(783)335-3772","Paula Dixon",2.9,878,878
748,32,5,98878,"3-(858)117-3400","Carolyn Alexander",1.3,879,879
897,25,7,67826,"3-(561)976-5362","Mildred Rose",3.8,880,880
946,36,15,10138,"1-(497)780-3820","Rachel Rodriguez",4.9,881,881
361,35,5,50160,"9-(374)582-7033","Jerry Ferguson",2,882,882
388,30,2,43151,"9-(772)551-7830","Katherine Ford",4.6,883,883
929,47,14,16574,"6-(241)193-9026","Shawn Gray",4,884,884
148,29,6,69814,"7-(692)567-3972","Randy Murray",4.7,885,885
250,35,9,56086,"2-(141)116-7254","Laura Banks",4.7,886,886
808,35,25,93553,"5-(630)072-4866","Annie Garza",3.9,887,887
419,48,4,24061,"7-(817)129-5719","Jean Bowman",2.7,888,888
504,33,18,101496,"4-(485)896-1177","Steven Franklin",3.4,889,889
416,28,25,87705,"5-(142)083-8218","Jason Medina",2.7,890,890
225,27,20,11754,"6-(819)102-3227","Theresa Day",1.8,891,891
165,50,17,4175,"7-(723)048-7023","Marilyn Rodriguez",2.5,892,892
237,35,5,76204,"8-(146)307-4187","Amy Brooks",2.2,893,893
526,50,13,35357,"2-(666)672-5190","Jack Berry",4.4,894,894
788,26,16,9385,"1-(488)926-0400","Virginia Oliver",1.6,895,895
894,45,14,74367,"3-(095)183-4734","Julia Castillo",3.5,896,896
260,46,19,106277,"0-(279)350-5900","Walter Hudson",2.1,897,897
766,40,10,59463,"3-(132)989-2389","Stephen Howard",3.1,898,898
708,42,25,96615,"4-(705)737-3329","Joshua Martin",4.4,899,899
744,39,15,86868,"6-(926)506-7507","Tina Alvarez",4,900,900
671,30,1,56955,"8-(946)904-5846","Denise Cole",4.5,901,901
287,31,13,50324,"6-(314)620-6043","Jane Franklin",4.4,902,902
438,25,20,2528,"4-(691)812-8491","Daniel Daniels",2.2,903,903
92,41,15,85807,"3-(502)431-4249","Clarence Collins",3.4,904,904
743,30,20,108816,"6-(852)613-2853","Charles Cruz",2.5,905,905
710,49,1,42320,"2-(154)979-0459","Ralph Rice",3.5,906,906
970,33,15,12749,"9-(588)862-9728","Beverly Price",2.4,907,907
282,31,9,34394,"5-(352)302-1461","Scott Snyder",3.5,908,908
816,33,8,3504,"5-(459)030-2199","Todd Freeman",3.5,909,909
742,37,5,58720,"3-(669)765-4047","Linda Elliott",3.9,910,910
558,34,24,29596,"5-(948)059-6805","Ryan Evans",2.8,911,911
375,49,20,62368,"7-(081)296-2420","Sara Peterson",1.1,912,912
123,32,18,27021,"6-(681)670-7677","Mary Myers",1.3,913,913
557,50,25,23310,"6-(844)348-6629","Virginia Boyd",3.3,914,914
77,45,23,53237,"4-(957)758-9845","Katherine Garrett",3.8,915,915
616,33,3,90240,"4-(924)955-5360","Ryan Harper",2.9,916,916
310,25,7,78560,"2-(036)124-8758","Randy White",2.9,917,917
844,27,15,15606,"1-(473)179-2605","Alice Stewart",2.5,918,918
326,35,14,102619,"7-(529)038-8894","Todd Payne",1.6,919,919
238,48,4,37740,"7-(014)111-7394","Lisa Alexander",4.8,920,920
376,30,14,65890,"5-(788)062-8773","Howard Fox",4.8,921,921
125,40,9,52966,"0-(375)071-4978","Benjamin Oliver",3.4,922,922
276,45,4,16851,"0-(867)915-2532","Paula Stone",3.4,923,923
158,36,1,84048,"8-(985)868-2320","Brenda Brooks",2.7,924,924
414,32,3,100556,"1-(125)197-0824","Jessica Rice",4.9,925,925
419,38,20,58450,"6-(955)849-3958","Dennis Martin",2.7,926,926
324,34,9,56886,"1-(266)875-8541","David Kelley",4.1,927,927
265,27,14,8471,"9-(625)336-8923","Steve Jordan",1.8,928,928
753,27,11,28758,"7-(192)269-0772","William Arnold",3.5,929,929
499,40,11,51800,"7-(449)851-6431","Jose Hanson",1.5,930,930
459,25,6,51692,"7-(369)064-5991","Nancy Washington",2.1,931,931
991,25,2,29186,"2-(367)777-1564","Roger Medina",4,932,932
566,31,18,31215,"9-(020)813-0735","Mildred Cox",4.4,933,933
592,42,24,109689,"5-(707)239-0366","Louise Lee",1.1,934,934
397,32,7,97279,"3-(415)808-3513","Ronald Perkins",4.2,935,935
224,50,8,17336,"3-(024)793-5021","Janice Simpson",4.5,936,936
943,28,10,61869,"8-(303)406-4521","Lori Clark",2.9,937,937
316,49,23,60484,"3-(336)539-3149","Pamela Alvarez",3.9,938,938
492,30,17,70462,"5-(765)864-1722","Denise Nelson",4.5,939,939
738,34,16,50350,"8-(285)006-3367","Arthur Brooks",1.3,940,940
32,48,23,92669,"3-(071)714-2595","Jesse Day",1.9,941,941
365,38,20,46440,"0-(009)410-8696","Harry Garrett",2.7,942,942
507,28,15,61032,"4-(357)455-0689","Lois Gilbert",1.4,943,943
486,43,13,36069,"2-(716)039-0610","Mary Thompson",4.9,944,944
424,46,24,72580,"1-(035)429-7392","Stephen Hunt",2.8,945,945
502,49,5,99160,"6-(836)920-3705","Phyllis Washington",4.3,946,946
100,32,18,108783,"1-(095)673-9788","Fred Shaw",2.6,947,947
484,38,19,28628,"5-(318)706-2460","Martin Jacobs",3.4,948,948
382,31,5,69748,"1-(296)323-7256","Mark West",1,949,949
858,29,5,37075,"4-(570)066-5234","Amanda Green",2,950,950
274,26,10,81205,"1-(246)230-6391","Julia Flores",3.2,951,951
885,44,5,82064,"3-(743)947-4291","Catherine Dixon",4.5,952,952
15,26,12,107286,"5-(528)475-5063","Sharon Hill",3.9,953,953
780,45,4,56811,"3-(465)349-8917","Joseph Price",2.9,954,954
537,46,19,69644,"1-(935)850-9155","Edward Foster",3.2,955,955
995,27,5,9617,"8-(114)440-5938","Mildred Wheeler",3.9,956,956
61,39,25,92037,"9-(220)526-5992","Barbara Fields",2.7,957,957
333,31,14,41771,"2-(364)769-5638","Brian Allen",2.3,958,958
76,38,6,89277,"0-(500)198-2813","Robert Austin",1.9,959,959
292,47,7,67162,"3-(927)305-0018","Jeremy Hamilton",3.1,960,960
221,31,2,10127,"4-(184)084-8166","Jeffrey Lee",2,961,961
18,46,16,11147,"4-(417)742-4659","Jack Moreno",3.9,962,962
281,50,20,59833,"6-(910)544-0927","Tina Bell",1.7,963,963
753,40,18,69218,"2-(935)405-1166","Virginia Tucker",4.4,964,964
965,47,13,107496,"0-(734)600-6939","Tammy Patterson",2.3,965,965
364,31,11,99671,"1-(360)693-9630","Nancy Mccoy",1.8,966,966
662,35,22,17067,"1-(799)998-6436","Dorothy Harvey",3.3,967,967
666,30,25,76260,"8-(371)271-5122","Roy Reid",4.2,968,968
260,48,12,13987,"8-(368)188-6427","Christina Phillips",1.3,969,969
28,40,8,109244,"6-(803)831-3491","Frances Stewart",4.5,970,970
846,44,22,42933,"2-(643)053-6928","Kathy Willis",1.7,971,971
443,35,10,100388,"4-(385)791-6651","Victor Hernandez",2,972,972
614,27,18,89172,"9-(428)867-4762","Michelle Dunn",3.7,973,973
499,25,10,67881,"0-(882)677-7397","Ruby Moreno",2.5,974,974
47,29,22,104491,"8-(700)296-1015","Steve Austin",4.6,975,975
333,38,13,98156,"6-(674)081-6421","Jonathan Elliott",5,976,976
791,32,13,61748,"0-(162)352-7922","Jessica Hayes",2.5,977,977
357,27,6,60788,"0-(353)573-5433","Benjamin Flores",4.7,978,978
964,26,22,74403,"4-(613)019-9551","Christopher Robertson",2.2,979,979
972,28,20,105176,"3-(292)131-4804","Sandra Lewis",4.2,980,980
497,26,12,54998,"2-(982)581-1049","Martin Reed",3.5,981,981
169,43,1,30233,"2-(085)948-9281","Billy Murray",3.4,982,982
269,32,10,18117,"6-(472)278-0867","Ryan Gomez",3.6,983,983
983,49,19,24055,"6-(976)739-9670","Johnny Ray",2.1,984,984
672,34,5,15368,"8-(577)640-0979","Jeffrey Price",1,985,985
665,31,22,50110,"0-(654)635-5401","Laura Jackson",3.9,986,986
237,36,4,24024,"6-(927)535-9349","Christina Willis",2.2,987,987
577,42,17,79083,"2-(578)799-4940","Anthony Bryant",1.2,988,988
360,42,21,76495,"1-(921)404-3844","Sarah Campbell",3.9,989,989
651,44,23,95638,"5-(141)937-7610","Wanda Reyes",1.5,990,990
123,26,19,85239,"9-(391)543-5237","Carl Sullivan",1.6,991,991
692,31,4,63332,"3-(553)641-3030","Diane Mason",3.4,992,992
878,49,4,73523,"1-(586)624-9199","Paula Adams",4,993,993
100,31,10,64329,"3-(781)137-4713","Virginia Franklin",1.8,994,994
986,29,12,61578,"0-(789)722-6367","Christopher Vasquez",3.2,995,995
379,41,22,47826,"9-(463)122-4351","Sean Watson",1.4,996,996
373,47,21,14718,"6-(662)250-8381","Joshua Ray",4.2,997,997
942,28,13,25040,"8-(555)551-3838","Kathleen Morrison",3.3,998,998
727,38,7,57670,"0-(883)676-8896","Martha Fox",2,999,999
164,35,7,56891,"8-(797)178-2090","Kevin Austin",4,1000,1000
